name,type,website,headquarters,aliases,legal_entities,partners
Eleven Ventures,vc,https://11.vc,,Eleven Ventures;Eleven,Eleven Ventures GmbH;Eleven Ventures LP,Yasemin Baran
The Carlyle Group,vc,https://carlyle.com,,The Carlyle Group,The Carlyle Group GmbH,Katharina Neureiter;Dorry Price;Elisabeth Champy
DCVC,vc,https://dcvc.com,,DCVC,DCVC GmbH,
VC Challenge,vc,https://vcchallenge.com,,VC Challenge,VC Challenge GmbH,Virginia Vegas
Gigascale Capital,vc,https://gigascale.com,,Gigascale Capital;Gigascale,Gigascale Capital GmbH;Gigascale Capital LP,Evaline Tsai
Gullspång Invest,vc,https://gullspang.vc,,Gullspång Invest;Gullspång,Gullspång Invest GmbH,MAgnus Brandberg
youngStartup Ventures,vc,https://youngstartup.com,,youngStartup Ventures;youngStartup,youngStartup Ventures GmbH;youngStartup Ventures LP,Joe Benjamin
2cventures,vc,https://2cventures.eu,,2cventures,2cventures GmbH,Martin Koppel
Nordic Makers,vc,https://nordicmakers.vc,,Nordic Makers;Nordic,Nordic Makers GmbH,Moaffak Ahmed;Nima Tisdall;Alexander Aghassipour;Lars Fløe Nielsen;Michael Seifert
Founders Fund,vc,https://foundersfund.com,,Founders Fund;Founders,Founders Fund GmbH,Scott Nolan
B2venture,vc,https://b2venture.vc,,B2venture,B2venture GmbH,Gerrit Jurilj;Christian Vukadinovic;Damian Zaker;Charlotte Blessing;Anna Bosch
Alphatrio,vc,https://alphatriocap.com,,Alphatrio,Alphatrio GmbH,Clinton Chiu
Good Company,vc,https://goodcompanyhq.com,,Good Company;Good,Good Company GmbH,Hillary Katz
Contactsavvycapital18,vc,https://contactsavvycapital18.com,,Contactsavvycapital18,Contactsavvycapital18 GmbH,Louis Garoz
signals Venture Capital,vc,https://signals.vc,,signals Venture Capital;signals,signals Venture Capital GmbH;signals Venture Capital LP,Remo Mahler;Christopher Algier;Jennifer Bemert
Simon Capital,vc,https://simoncapital.com,,Simon Capital;Simon,Simon Capital GmbH;Simon Capital LP,Dr. Friedrich Droste;Leicht Jan;Leske Niklas
MDSV Capital,vc,https://mdsv.vc,,MDSV Capital;MDSV,MDSV Capital GmbH;MDSV Capital LP,Michael Downing
Revere VC,vc,https://reverevc.com,,Revere VC;Revere,Revere VC GmbH,Angela Hsu
AsterionVC,vc,https://asterionventures.com,,AsterionVC,AsterionVC GmbH,Etienne Duriez;Antonin - Asterion Ventures;Marine Reygrobellet
Venture Select,vc,https://venture-select.com,,Venture Select;Venture,Venture Select GmbH,Stefan Graber
Ufi,vc,https://ufi.co.uk,,Ufi,Ufi GmbH,Ellasaid Woodhouse
Opera Tech Ventures,vc,https://operatechventures.com,,Opera Tech Ventures;Opera,Opera Tech Ventures GmbH;Opera Tech Ventures LP,Thibaut Schlaeppi
Valar Ventures,vc,https://valarventures.com,,Valar Ventures;Valar,Valar Ventures GmbH;Valar Ventures LP,James Fitzgerald
SuperSeed,vc,https://superseed.com,,SuperSeed,SuperSeed GmbH,Dan Bowyer
Hamilton Lane,vc,https://hamiltonlane.com,,Hamilton Lane;Hamilton,Hamilton Lane GmbH,Jerome Kamm;Stefanie Larcher;Jessica Weiss
b.yond ventures GmbH,vc,https://byond-ventures.com,,b.yond ventures GmbH;b.yond,b.yond ventures GmbH GmbH,Henrik Harms
United Bankers,vc,https://unitedbankers.fi,,United Bankers;United,United Bankers GmbH,Seela Sinisalo;Sakari Saarela;David Walker;Matti Lehtipuu;Hanna Kauppinen
HOF,vc,https://hofcapital.com,,HOF,HOF GmbH,Karim Fattal
Cogentventurepartners,vc,https://cogentventurepartners.com,,Cogentventurepartners,Cogentventurepartners GmbH,Mario Maia
Viridis Capital Ltd,vc,https://viridis.capital,,Viridis Capital Ltd;Viridis,Viridis Capital Ltd GmbH;Viridis Capital Ltd LP,Jim Totty
Blackfin Technology,vc,https://blackfin.com,,Blackfin Technology;Blackfin,Blackfin Technology GmbH,Michele Foradori
M2M Capital,vc,https://m2mcap.com,,M2M Capital,M2M Capital GmbH;M2M Capital LP,Meera Balakumar
2100,vc,https://2100.vc,,2100,2100 GmbH,Andrea Casasco;Andrea Gurnari
Hanaco Venture Capital,vc,https://hanacovc.com,,Hanaco Venture Capital;Hanaco,Hanaco Venture Capital GmbH;Hanaco Venture Capital LP,Elle Taitou
Wedgetail,vc,https://wedgetail.vc,,Wedgetail,Wedgetail GmbH,Lisa Miller
Warburg Pincus,vc,https://warburgpincus.com,,Warburg Pincus;Warburg,Warburg Pincus GmbH,Rene Obermann;Susann Arjang;Max Fowinkel;Henner Thormaehlen;Cole Hancock
Spacewalk,vc,https://spacewalk.vc,,Spacewalk,Spacewalk GmbH,Felix Wolf
Caesar Ventures,vc,https://caesar.vc,,Caesar Ventures;Caesar,Caesar Ventures GmbH;Caesar Ventures LP,Carolin Gabor
PUSH Ventures,vc,https://push.ventures,,PUSH Ventures;PUSH,PUSH Ventures GmbH;PUSH Ventures LP,Christopher Raithle;Laurenz Simbruner;Lukas Püspök;Christopher Raithle
Yara None,cvc,https://yaragrowthventures.com,,Yara None;Yara,Yara None GmbH,Stian Nygaard;George Crane;Erkki Aaltonen;George Roche
Bow Capital,vc,https://bowcapital.com,,Bow Capital,Bow Capital GmbH;Bow Capital LP,Rajesh Swaminathan
Hymdal,vc,https://hymdal.co,,Hymdal,Hymdal GmbH,Adam Rossi;Dennis Chen
Arieli Capital,vc,https://arielicapital.com,,Arieli Capital;Arieli,Arieli Capital GmbH;Arieli Capital LP,Marina Viergutz
Berlin Angel Fund,vc,https://berlinangelfund.vc,,Berlin Angel Fund;Berlin,Berlin Angel Fund GmbH,Steffen Seifarth
DEPO Ventures,vc,https://depoventures.com,,DEPO Ventures;DEPO,DEPO Ventures GmbH;DEPO Ventures LP,Darya Yanovich
Reflex Capital,vc,https://reflexcapital.com,,Reflex Capital;Reflex,Reflex Capital GmbH;Reflex Capital LP,Roman Horacek
Zero Gravity Capital,vc,https://zerogravitycap.com,,Zero Gravity Capital;Zero,Zero Gravity Capital GmbH;Zero Gravity Capital LP,Vit Hanus
Lighthouse Ventures,vc,https://lhv.vc,,Lighthouse Ventures;Lighthouse,Lighthouse Ventures GmbH;Lighthouse Ventures LP,Michal Zalesak;Monika Pechova;Robert Reich
J&T VENTURES,vc,https://jtventures.cz,,J&T VENTURES,J&T VENTURES GmbH,Garaj Martin
SMOK Ventures,vc,https://smok.vc,,SMOK Ventures;SMOK,SMOK Ventures GmbH;SMOK Ventures LP,Diana Koziarska;Konrad Sowa
Nextech Ventures,vc,https://nextechventures.com,,Nextech Ventures;Nextech,Nextech Ventures GmbH;Nextech Ventures LP,Daniel Hastik
Czech Founders Fund,vc,https://czechfounders.vc,,Czech Founders Fund;Czech,Czech Founders Fund GmbH,Ondrej Smykal
Tilia Impact Ventures,vc,https://tilia.vc,,Tilia Impact Ventures;Tilia,Tilia Impact Ventures GmbH;Tilia Impact Ventures LP,Andrew Gray;Magdalena Radová
Presto Ventures,vc,https://prestoventures.com,,Presto Ventures;Presto,Presto Ventures GmbH;Presto Ventures LP,Matěj Luhový;Roman Nováček;Tomáš Rašner;Vojta Roček
3x Capital,vc,https://3xcapital.fund,,3x Capital,3x Capital GmbH;3x Capital LP,Oksana Vodonos
V#,vc,https://vsharp.vc,,V#,V# GmbH,Tomas Hulka;Patrik Stránsky
DEPO VENTURES,vc,https://depoventures.cz,,DEPO VENTURES;DEPO,DEPO VENTURES GmbH,Darya Yanovich;Michal Ciffra
ZAKA Startups,vc,https://zaka.vc,,ZAKA Startups;ZAKA,ZAKA Startups GmbH,Andrej Petrus
Bear Flag Capital,vc,https://bearflagcap.com,,Bear Flag Capital;Bear,Bear Flag Capital GmbH;Bear Flag Capital LP,Louis Berlan
Wendel,vc,https://wendelgroup.com,,Wendel,Wendel GmbH,Victoire Laurenty
Stride.VC,vc,https://stride.vc,,Stride.VC,Stride.VC GmbH,Fred Destin;Gabbi Cahane
Acequia Capital (Acecap),vc,https://acecap.com,,Acequia Capital (Acecap);Acequia,Acequia Capital (Acecap) GmbH;Acequia Capital (Acecap) LP,Leif Danielsen;Gregory Bernstein;Divya Biswal;Rauten Hofmeyr
Quadrille Capital,vc,https://quadrillecapital.com,,Quadrille Capital;Quadrille,Quadrille Capital GmbH;Quadrille Capital LP,Vianney Barre
Teampact,vc,https://teampact.ventures,,Teampact,Teampact GmbH,Florent Gantes;Basile Agay;Sarah Jallot
C3D,angel,https://no.website,,C3D,C3D GmbH,Tim Wolf
Loric Ventures,vc,https://loric.vc,,Loric Ventures;Loric,Loric Ventures GmbH;Loric Ventures LP,Alex Lorenz
Positive Ventures,vc,https://positive.ventures,,Positive Ventures;Positive,Positive Ventures GmbH;Positive Ventures LP,Murilo Menezes
Savia Ventures,vc,https://saviaventures.com,,Savia Ventures;Savia,Savia Ventures GmbH;Savia Ventures LP,Matt Mulrennan
heartfelt.capital,vc,https://heartfelt.capital,,heartfelt.capital,heartfelt.capital GmbH,Robert Martin
Just Climate,vc,https://justclimate.com,,Just Climate;Just,Just Climate GmbH,Serhat Aydogdu;Tushar Kumar;Souleymane Ba;Jessica Greig;Christine Livet
First Star Ventures,vc,https://firststar.vc,,First Star Ventures;First,First Star Ventures GmbH;First Star Ventures LP,Millie Liu
Potrero Capital,vc,https://potrerocapital.com,,Potrero Capital;Potrero,Potrero Capital GmbH;Potrero Capital LP,Arun Ganguly
McWin,vc,https://mcwin.fund,,McWin,McWin GmbH,Marta Laorden
Gen Z VCs,vc,https://genzvcs.com,,Gen Z VCs,Gen Z VCs GmbH,Meagan Loyst
Baseload Capital,vc,https://baseloadcap.com,,Baseload Capital;Baseload,Baseload Capital GmbH;Baseload Capital LP,Veronica Wänman
Point Nine Capital,vc,https://pointninecap.com,,Point Nine Capital;Point,Point Nine Capital GmbH;Point Nine Capital LP,Christoph Janz;Pawel Chudzinski
Prediction Capital,vc,https://predictioncapital.vc,,Prediction Capital;Prediction,Prediction Capital GmbH;Prediction Capital LP,Kilian Graulich
Draper B1,vc,https://draperb1.vc,,Draper B1;Draper,Draper B1 GmbH,Enrique Penichet;Teresa Ramos
Yttrium,vc,https://yttrium.com,,Yttrium,Yttrium GmbH,Vanessa Pinter;Felix Freudenberg;Dirk Schmuecking;Tim Kindt;Sebastian Weschenbach
BeyondBuild,vc,https://beyondbuild.com,,BeyondBuild,BeyondBuild GmbH,Frau Damke
Green European Tech,vc,https://getfund.eu,,Green European Tech;Green,Green European Tech GmbH,Isabelle Canu;Dr. Martin Kröner;Beatrice Böhm;Florian Loebermann
Purple Ventures,vc,https://purple-ventures.com,,Purple Ventures;Purple,Purple Ventures GmbH;Purple Ventures LP,Lukas Grodl
Saola Ventures,vc,https://saola.ventures,,Saola Ventures;Saola,Saola Ventures GmbH;Saola Ventures LP,Tarik Abbas
Movendo Capital,vc,https://movendocapital.com,,Movendo Capital;Movendo,Movendo Capital GmbH;Movendo Capital LP,António Pinto
āltitude,angel,https://altitude-vc.com,,āltitude,āltitude GmbH,MArc Penkala
Jane VC,vc,https://janevc.com,,Jane VC;Jane,Jane VC GmbH,Maren Bannon
January Ventures,vc,https://january.ventures,,January Ventures;January,January Ventures GmbH;January Ventures LP,Maren Bannon
Kurma Partners,vc,https://kurmapartners.com,,Kurma Partners;Kurma,Kurma Partners GmbH;Kurma Partners LP,Bernadette Lee
Sofia Angels Ventures,vc,https://sofiaventures.eu,,Sofia Angels Ventures;Sofia,Sofia Angels Ventures GmbH;Sofia Angels Ventures LP,George Sidjimkov
Altor Equity Partners,vc,https://altor.com,,Altor Equity Partners;Altor,Altor Equity Partners GmbH;Altor Equity Partners LP,Isabella Eichler;Isabella Eichler;Leah Wilson
Scale Venture Partners,vc,https://scalevp.com,,Scale Venture Partners;Scale,Scale Venture Partners GmbH;Scale Venture Partners LP,Dale Chang
Amadeus Capital Partners,vc,https://amadeuscapital.com,,Amadeus Capital Partners;Amadeus,Amadeus Capital Partners GmbH;Amadeus Capital Partners LP,
APEX Ventures,vc,https://apex.ventures,,APEX Ventures;APEX,APEX Ventures GmbH;APEX Ventures LP,Pooja Sikka;Andreas Riegler;Wolfgang Neubert;Wolfgang Neubert
Nutreco,cvc,https://nutreco.com,,Nutreco,Nutreco GmbH,Susanne Wiegel
Rabo Frontier Ventures,pe,https://rabofrontierventures.nl,,Rabo Frontier Ventures;Rabo,Rabo Frontier Ventures GmbH;Rabo Frontier Ventures LP,
V-Bio Ventures,vc,https://v-bio.ventures,,V-Bio Ventures;V-Bio,V-Bio Ventures GmbH;V-Bio Ventures LP,
Cadence Growth Capital,vc,https://cadencegrowthcapital.com,,Cadence Growth Capital;Cadence,Cadence Growth Capital GmbH;Cadence Growth Capital LP,Katharina Freund
Enjoyventure Management,vc,https://enjoyventure.vc,,Enjoyventure Management;Enjoyventure,Enjoyventure Management GmbH,Peter Wolff
EOS Capital Partners,vc,https://eoscp.com,,EOS Capital Partners,EOS Capital Partners GmbH;EOS Capital Partners LP,Thomas Oberfrank
Alpine Space Ventures,vc,https://alpinespace.vc,,Alpine Space Ventures;Alpine,Alpine Space Ventures GmbH;Alpine Space Ventures LP,Christina Kotzur
DPE Deutsche Private Equity,vc,https://dpe.de,,DPE Deutsche Private Equity,DPE Deutsche Private Equity GmbH,Florian Kaiser;Rudolf Kinsky
Forbion Capital Partners,vc,https://forbion.com,,Forbion Capital Partners;Forbion,Forbion Capital Partners GmbH;Forbion Capital Partners LP,Alexander Hoffmann;Joy Faucher;Machteld Groeneveld;Joy Faucher
E3 Capital (formerly Energy Access Ventures),vc,https://e3-cap.com,,E3 Capital (formerly Energy Access Ventures),E3 Capital (formerly Energy Access Ventures) GmbH;E3 Capital (formerly Energy Access Ventures) LP,Paras Patel
Emblem,vc,https://emblem.vc,,Emblem,Emblem GmbH,
Anamcara Capital,angel,https://anamcaracapital.com,,Anamcara Capital;Anamcara,Anamcara Capital GmbH;Anamcara Capital LP,
No Label Ventures,vc,https://nolabel.ventures,,No Label Ventures,No Label Ventures GmbH;No Label Ventures LP,
Beyondcap,vc,https://beyondcap.vc,,Beyondcap,Beyondcap GmbH,Gloria Bäuerlein
Polytechnique-Ventures,vc,https://polytechnique-ventures.fr,,Polytechnique-Ventures,Polytechnique-Ventures GmbH;Polytechnique-Ventures LP,Cecile Tharaud
UDV,vc,https://uglyduckling.ventures,,UDV,UDV GmbH,Andreas Green Rasmussen;Rune Hven-Jensen
Klymb,vc,https://klymb.co,,Klymb,Klymb GmbH,Faÿçal Hafied;Yohan Obadia
Siddhi Capital,vc,https://siddhicapital.co,,Siddhi Capital;Siddhi,Siddhi Capital GmbH;Siddhi Capital LP,Steven Finn
Rumbo Ventures,vc,https://rumbo.ventures,,Rumbo Ventures;Rumbo,Rumbo Ventures GmbH;Rumbo Ventures LP,Jimena Méndez;Fernando Lelo De Larrea y Halo;Laura Estankona;Alicia Hernandez;Elidet Hernández
Zacua Ventures,vc,https://zacuaventures.com,,Zacua Ventures;Zacua,Zacua Ventures GmbH;Zacua Ventures LP,Mauricio Tessi Weiss;Juan Nieto;Margarita de la Peña Virgos
Bowline Capital Partners,vc,https://bowlinecp.com,,Bowline Capital Partners;Bowline,Bowline Capital Partners GmbH;Bowline Capital Partners LP,Arun Nair
BASF Ventures,cvc,,,BASF Ventures;BASF,BASF Ventures GmbH;BASF Ventures LP,Markus Solibieda
Concept Venturess,vc,https://conceptventures.vc,,Concept Venturess;Concept,Concept Venturess GmbH;Concept Venturess LP,Seyon Indran
Silicon Roundabout Ventures,vc,https://siliconroundabout.ventures,,Silicon Roundabout Ventures;Silicon,Silicon Roundabout Ventures GmbH;Silicon Roundabout Ventures LP,Francesco Perticarari
Multiple Capital,vc,https://multiple.capital,,Multiple Capital;Multiple,Multiple Capital GmbH;Multiple Capital LP,Ertan Can;Michael Jackson
Serena,vc,https://serena.vc,,Serena,Serena GmbH,Eric Gossart;Joshua Muasya;Heba Hitti;Jerome Stioui;Sybille Ranchon
Xista,vc,https://xista.vc,,Xista,Xista GmbH,Kavita Surana;Bernhard Petermeier
Commerzbank,pe,https://commerzbank.com,,Commerzbank,Commerzbank GmbH,Nicole Eicke;Matthias Fengler;Christian Hassel;Stephan Kleiber;Ralf-Dieter Jaschok
Armira,vc,https://armira.de,,Armira,Armira GmbH,Florian Tappeiner;Christian Figge;Björn-Eric Förster;Sebastian Johnston
Prima Materia,vc,https://primamateria.com,,Prima Materia;Prima,Prima Materia GmbH,Brett Bivens;Pia Michel;Shakil Khan
Transition Labs,vc,https://transitionlabs.is,,Transition Labs;Transition,Transition Labs GmbH,David Helgason;Margret Asgeirsdottir
Pegasus Capital,vc,https://pcalp.com,,Pegasus Capital;Pegasus,Pegasus Capital GmbH;Pegasus Capital LP,Craig Cogut
NEOM,vc,https://neom.com,,NEOM,NEOM GmbH,Christoph Knedel
Rainmaking Impact,angel,https://rainmakingimpact.com,,Rainmaking Impact;Rainmaking,Rainmaking Impact GmbH,Alex Farcet;Alon Brandman
Yamaha Motor Ventures & Laboratory Silicon Valley,cvc,https://ymvsv.com,,Yamaha Motor Ventures & Laboratory Silicon Valley;Yamaha,Yamaha Motor Ventures & Laboratory Silicon Valley GmbH;Yamaha Motor Ventures & Laboratory Silicon Valley LP,Helen WAng
Solvay Ventures,vc,https://solvay-ventures.com,,Solvay Ventures;Solvay,Solvay Ventures GmbH;Solvay Ventures LP,Coppelia Marincovic
Rhapsody Ventures,vc,https://rhapsody.io,,Rhapsody Ventures;Rhapsody,Rhapsody Ventures GmbH;Rhapsody Ventures LP,Vincent Lui
BMW i Ventures,vc,https://bmwiventures.com,,BMW i Ventures,BMW i Ventures GmbH;BMW i Ventures LP,Tobias Jahn;Atanas Mukov;Sohaila Ouffata;Inga Grieger;Thomas Molleker
Berlin Innovation Agency,vc,https://berlin-innovation-agency.com,,Berlin Innovation Agency;Berlin,Berlin Innovation Agency GmbH,Viktoria Trosien;Darius Moeini;Lou Kest;Florencia Fedel;Yash Sharma
Good Fashion Fund,vc,https://goodfashionfund.com,,Good Fashion Fund;Good,Good Fashion Fund GmbH,
Mutschler Ventures AG,vc,https://mutschler-ventures.com,,Mutschler Ventures AG;Mutschler,Mutschler Ventures AG GmbH;Mutschler Ventures AG LP,Sylvie Mutschler
Serpentine Ventures,vc,https://serpentine.vc,,Serpentine Ventures;Serpentine,Serpentine Ventures GmbH;Serpentine Ventures LP,Julian Pfleger
Vitruvian Partners,vc,https://vitruvianpartners.com,,Vitruvian Partners;Vitruvian,Vitruvian Partners GmbH;Vitruvian Partners LP,Jan Haase
MorphAIs Technologies,vc,https://morphais.com,,MorphAIs Technologies;MorphAIs,MorphAIs Technologies GmbH,Maximilian Intrau;Eva-Valérie Gfrerer;Ina Necker;Tanja Jänicke;Max Laemmle
Credit Suisse,vc,https://credit-suisse.com,,Credit Suisse;Credit,Credit Suisse GmbH,Rick Wolfgram;Andreas Wegner;Purcell James;Sven-Christian Kindt;Jan Ramsay
Node Ventures,vc,https://node.vc,,Node Ventures;Node,Node Ventures GmbH;Node Ventures LP,Rebecca Sjödin
Chalmers Ventures AB,vc,https://chalmersventures.com,,Chalmers Ventures AB;Chalmers,Chalmers Ventures AB GmbH;Chalmers Ventures AB LP,Sara Wallin;Lotta Lehikoinen;Charlotte Vahul;Louise Brudö;Emma Aspholmer
Ilmastorahasto,vc,https://ilmastorahasto.fi,,Ilmastorahasto,Ilmastorahasto GmbH,Pia Erkinheimo;Juha Ollikainen
D4 Ventures,vc,https://d4ventures.com,,D4 Ventures,D4 Ventures GmbH;D4 Ventures LP,Serhat Aydogdu
Rethink Ventures,vc,https://rethinkventures.com,,Rethink Ventures;Rethink,Rethink Ventures GmbH;Rethink Ventures LP,Jens-Philipp Klein
Touchdown Ventures,vc,https://touchdownvc.com,,Touchdown Ventures;Touchdown,Touchdown Ventures GmbH;Touchdown Ventures LP,Jack Warning;Rachel Gutnick;Christina Tsai
Abnamro Privateequity,cvc,https://abnamro-privateequity.nl,,Abnamro Privateequity;Abnamro,Abnamro Privateequity GmbH,Lloyd van der Griendt
Freestone,vc,https://freestoneac.com,,Freestone,Freestone GmbH,Ellen Wilkirson
Unruly Capital,vc,https://unrulycap.com,,Unruly Capital;Unruly,Unruly Capital GmbH;Unruly Capital LP,Stefano Bernardi;Francesco Moiraghi;Vicky Regan;Vicky Regan;Stefano Bernardi
Earth Capital,vc,https://earthcapital.net,,Earth Capital;Earth,Earth Capital GmbH;Earth Capital LP,Elise Hockley
ORBIT Capital,vc,https://orbitcapital.com,,ORBIT Capital;ORBIT,ORBIT Capital GmbH;ORBIT Capital LP,Lukas Macko
Einstein,vc,https://einstein-iv.space,,Einstein,Einstein GmbH,Christoph Keese
Auxxo,vc,https://auxxo.de,,Auxxo,Auxxo GmbH,Carla Schell;Alena Redeker;Özge Sahin
Fuse Capital,vc,https://fuse-capital.com,,Fuse Capital;Fuse,Fuse Capital GmbH;Fuse Capital LP,Dipam Patel
Atmos Ventures,vc,https://atmos.vc,,Atmos Ventures;Atmos,Atmos Ventures GmbH;Atmos Ventures LP,Samie Moughrabie
D.CT Deutsche Cleantech,vc,https://deutsche-cleantech.de,,D.CT Deutsche Cleantech;D.CT,D.CT Deutsche Cleantech GmbH,Volkmar Hellmich
Ripple,cvc,https://ripple.com,,Ripple,Ripple GmbH,Ken Weber;Peter Rosberg;Julien Traisnel;Lalet Scaria
ANGELGATE,vc,https://angelgate.ch,,ANGELGATE,ANGELGATE GmbH,Jeanette Marschner;Tobias Salzig
ABN AMRO Fund,vc,https://abnamro.nl,,ABN AMRO Fund,ABN AMRO Fund GmbH,Gijsbert van der Sleen;Sergey Gridin;Jan Raes;Andre Jakobs;Pia Monasso
J.P. Morgan,vc,https://jpmorgan.com,,J.P. Morgan;J.P.,J.P. Morgan GmbH,Rousseau Laurent;Nividha Gurwara;Richard Becker;Michelle Hur;Michael Tamburrini
Seaya,vc,https://seaya.vc,,Seaya,Seaya GmbH,Carlos Fisch;Pablo Pedrejón;Pedro Arribas;Carlos Fisch
Wessel Management,vc,https://wesselmanagement.de,,Wessel Management;Wessel,Wessel Management GmbH,Marc Werner;Markus Wolf;Rolf Christof Dienst
Index Ventures,vc,https://indexventures.com,,Index Ventures;Index,Index Ventures GmbH;Index Ventures LP,Gloria Bäuerlein;Bastian Hasslinger;Katharina Wilhelm;Zheela Qaiser;Jimena Nowack
10x Founders,vc,https://10xfounders.com,,10x Founders,10x Founders GmbH,Felix Hass;Andreas Etten;Nico Schoenenberger;Andrej Henkler;Philipp Rollwage
Honda Innovations,vc,https://hondainnovations.com,,Honda Innovations;Honda,Honda Innovations GmbH,Julien Fredonie;Junichi Ikeda
KfW,vc,https://kfw.de,,KfW,KfW GmbH,Joerg Goschin;Lisa Schmitt;Jan Martin Witte;Ingrid Hengster;Dr. Fritzi Köhler-Geib
Zinc.VC,vc,https://zinc.vc,,Zinc.VC,Zinc.VC GmbH,Francesca Robson;Beth Feingold;Luke Illidge
C ENTREPRENEURS,vc,https://cathayinnovation.com,,C ENTREPRENEURS,C ENTREPRENEURS GmbH,Denis Barrier;Costanza Carissimo;Colombe Moinet
Rise Ventures Global,vc,https://risevg.com,,Rise Ventures Global;Rise,Rise Ventures Global GmbH;Rise Ventures Global LP,Bernice Brooks;Efe Uwaifo
Tiny VC,vc,https://tiny.vc,,Tiny VC;Tiny,Tiny VC GmbH,Ophelia Cai
Anthemis Group,vc,https://anthemis.com,,Anthemis Group;Anthemis,Anthemis Group GmbH,Jeremy Brown;JeeYoon Hong;Katrina Cruz;Marin Cauvas;Vica Epifantseva
Endeit Capital,vc,https://endeit.com,,Endeit Capital;Endeit,Endeit Capital GmbH;Endeit Capital LP,Daniël Langerveld;Niclas Englert;Philipp Schroeder;Pieter Van Berckel;Martijn Hamann
Blue Horizon Corporation,vc,https://bluehorizon.com,,Blue Horizon Corporation;Blue,Blue Horizon Corporation GmbH,Björn Witte;Robert Boer;Nate Crosser - Blue Horizon;Tanmay Annachhatre - Blue Horizon;Tanmay Annachhatre
Silverstrand Capital,vc,https://silverstrand.capital,,Silverstrand Capital;Silverstrand,Silverstrand Capital GmbH;Silverstrand Capital LP,Patti Chu
Ansgar Oschwald Fund,vc,,,Ansgar Oschwald Fund;Ansgar,Ansgar Oschwald Fund GmbH,Ansgar Oschwald
Vectors,vc,https://vectors.earth,,Vectors,Vectors GmbH,Jing Ge
Vintage Investment Partners,vc,https://vintage-ip.com,,Vintage Investment Partners;Vintage,Vintage Investment Partners GmbH;Vintage Investment Partners LP,Abe Finkelstein;Shira Eting;Jordan Landes
Arcmor Ventures,vc,https://arcmor.com,,Arcmor Ventures;Arcmor,Arcmor Ventures GmbH;Arcmor Ventures LP,Maurice Stuckey
Milltrust,vc,https://milltrust.com,,Milltrust,Milltrust GmbH,Archie Thomason;Laurence Nobel;Alexander Kalis
RethinkMobility.de,vc,https://rethinkmobility.de,,RethinkMobility.de,RethinkMobility.de GmbH,Matthias Schanze
Rockaway Capital,vc,https://rockawaycapital.com,,Rockaway Capital;Rockaway,Rockaway Capital GmbH;Rockaway Capital LP,Max Palko;Anna Kreml
JLL,vc,https://jll.com,,JLL,JLL GmbH,Guy Grainger;Caroline Millerick
NREPForum,vc,https://nrep.com,,NREPForum,NREPForum GmbH,Clive Eley;Mikkel Bülow-Lehnsby;Cecilia Kønigsfeldt
Triodos Investment Management,vc,https://triodos.com,,Triodos Investment Management;Triodos,Triodos Investment Management GmbH,Georg Schürmann;Witho Oost;Sebastian Elschenbroich;Eunice Godevi;Astrid Van Den Bosch
blisce,vc,https://blisce.com,,blisce,blisce GmbH,Brooke Latham;Melina Fohrenbach;Naomi Fujiki
HypoVereinsbank - UniCredit - Deutschland,pe,https://hypovereinsbank.de,,HypoVereinsbank - UniCredit - Deutschland;HypoVereinsbank,HypoVereinsbank - UniCredit - Deutschland GmbH,Sievers Arne;Hauer Maximilian;Michael Diederich;Andrea Rexer;Dobmann Sandra
GLS Community Bank eG,pe,https://gls.de,,GLS Community Bank eG,GLS Community Bank eG GmbH,Dirk Grah;Thomas Jorberg;Stephanie Petrick;Lukas Adams;Hermann Falk
